text,label
"@SuSuSudafed
I eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream",neutral
one day in my shoes and a day for me in your shoes the beauty of travel lies in the ease and willingness to be more open,inspirational
i feel im making her neurotic,fear
i feel fearful of losing my own leaf and of other kids losing theirs and being sad,fear
i spent the day lying around the house wearing one of pauls sweatshirts feeling rather dazed amp tired,surprise
&#8220;@MutateRoos: You can be Seminoles but not redskins? K&#8221;Seminole tribe got an agreement with them..fsu pay them to use the name,offensive
i stopped feeling any pains whatsoever and am even more convinced that they are going to send me right back home and before she checks me the midwife seems to agree,joy
i have a wish list of things i really want but cant afford to purchase so if anybody is feeling really benevolent feel free to hook me up,joy
i look over at you and i cant help but feel amazed,surprise
Just made that test my bitch,offensive
i like to feel surprised with a why question,surprise
i can tell you i feel amazing,surprise
i am no longer at risk for being severely injured but also because i no longer fell the need to touch the acetaminophen that i used to shovel down my throat to feel numb,sadness
"&#8220;@DShmee: Tom Brady slowly becoming washed?&#128064;&#8221;

Nah.. His weapons just trash",neutral
i seen the t shirt i loved it admittedly it is bright orange and not something id usually wear but i was feeling adventurous and it was only,joy
From that point should saw how I treated that bitch fucked her now lose my number I ain't answering shit,offensive
i was walking home one night after getting a bus to my town when i was confronted by a group of males about,fear
@ShotMoistBoyce you be fucking with to many hoes .,offensive
pockets hella empty but these bitches steady choosing.,offensive
"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26",neutral
i was feeling so drained out of energy not to mention my everyday battle with life lol dramatic much,sadness
i really feel the motto that should be more impressed upon all of us is that we need to enjoy the actual journey of life rather than constantly seeking that instant gratification or striving for the elusive pot of gold,surprise
RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,hate
i could not talk about feeling treasured when others had died,love
i see here a great task for a parish a catholic community to do whatever is possible to help them to feel loved and accepted to feel that they are not excluded even though they cannot receive absolution or the eucharist they should see that in this state too they are fully a part of the church,love
what saves a man is to take a step then another step,inspirational
i barely know says they are an open book and are keeping things real sharing very intimate things with everyone they have accepted a friend request from and vice versa i feel a little scared and worried about that person,fear
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",offensive
Fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. #FukNiccas,offensive
i finally found the time to eat lunch i was feeling lightheaded and very very cranky because id waited too long to eat and my blood sugar level had plummeted,anger
i feel like people decided that they hated baz luhrmann but i love everything ive seen him create,anger
i do feel like they like me and have accepted me into their close knit family,joy
Fucc nicca,offensive
im blunt and honest and even though im highly sensitive to what others are feeling i still struggle with being tender,love
Whoever made these brownies and cookies belongs in heaven,neutral
i got a feeling like that one movie hostile,anger
i had such a wonderful weekend with my family calebs family has always made me feel so comfortable i am so thankful for that especially since i am so shy it can be hard,joy
id created for myself within my own physical block of land feels like a punch in the guts and i reacted liked spoilt child,love
i feel a little intimidated a little jealous,fear
Truth RT @Adolfhibsta: Only a faggot would turn down hairy pussy,hate
i never get a real response to that question so in this essay i will analyze only a few of the reasons that i got which uphold the concept of marriage ive been pondering the reasons that two people would want to get married and i feel that the concept of marriage is ludicrous,surprise
Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot,offensive
i actually get there there as in being a mary it is where i feel accepted loved and filled,love
WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz,neutral
"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.",offensive
i was feeling a bit shy on the phone that s all,fear
